,Index,Lemma,Derived Word,Context
1456,1457,महत्‍वपूर्ण,महत्‍वपूर्ण,की महत्‍वपूर्ण इमारतों
1457,1458,इमारत,इमारतों,बहुमंजिला इमारतों के
1458,1459,रेड,रेड,पर रेड कार्नर
1459,1460,निर्मित,निर्मित,विदेश निर्मित हथियारों
1460,1461,भारी,भारी,को भारी प्रशंसा
1461,1462,दीवान,दीवान,जिसे दीवान ए
1462,1463,ए,ए,एवं ए क्लास
1463,1464,काँच,काँच,वहीं काँच से
1464,1465,शीशमहल,शीशमहल,निर्मित शीशमहल की
1465,1466,फतेहपुर,फतेहपुर,और फतेहपुर सीकरी
1466,1467,सीकरी,सीकरी,फतेहपुर सीकरी का
1467,1468,रुख,रुख,पुराने रुख की
1468,1469,सम्राट,सम्राट,पहले सम्राट अकबर
1469,1470,अतः,अतः,है अतः इसके
1470,1471,उत्तरी,उत्तरी,केंद्र उत्तरी अंडमान
1471,1472,ढाई,ढाई,ने ढाई लाख
1472,1473,निर्मि‍त,निर्मि‍त,द्वारा निर्मि‍त सबसे
1473,1474,बाग,बागों,पुराने बागों में
1474,1475,जामा,जामा,अयोध्या जामा मस्जिद
1475,1476,बेटी,बेटी,बड़ी बेटी फातिमा
1476,1477,जहाँआरा,जहाँआरा,बेटी जहाँआरा बेगम
1477,1478,यह,इसके,और इसके प्रतिनिधियों
1478,1479,तराश,तराशे,से तराशे गए
1479,1480,बौद्ध,बौद्ध,जहाँ बौद्ध भिक्षु
1480,1481,परंपरा,परंपरा,पद परंपरा के
1481,1482,स्वर्ण,स्वर्ण,बाद स्वर्ण कलश
1482,1483,अमिट,अमिट,अपनी अमिट छाप
1483,1484,दस्तावेज,दस्तावेज,के दस्तावेज में
1484,1485,किमी,किमी,मात्र किमी दूर
1485,1486,स्मारक,स्मारकों,विश्व स्मारकों को
1486,1487,सर्वाधिक,सर्वाधिक,उसे सर्वाधिक वरीयता
1487,1488,आकर्षक,आकर्षक,ही आकर्षक है
1488,1489,अतुलनीय,अतुलनीय,और अतुलनीय हैं
1489,1490,वि‍भिन्न,वि‍भिन्न,में वि‍भिन्न स्तूपों
1490,1491,स्तूप,स्तूपों,इन स्तूपों में
1491,1492,गुप्तकालीन,गुप्तकालीन,का गुप्तकालीन मंदिर
1492,1493,विहार,विहार,में विहार की
1493,1494,आदि,आदि,' आदि फिल्मों
1494,1495,शामिल,शामिल,भी शामिल हैं
1495,1496,धरोहर,धरोहर,ऐतिहासिक धरोहर मानते
1496,1497,सूची,सूची,मतदाता सूची में
1497,1498,तीसरा,तीसरी,जिसमें तीसरी तिमाही
1498,1499,बारहवाँ,बारहवीं,व बारहवीं की
1499,1500,प्रायः,प्रायः,में प्रायः हड़तालें
1500,1501,धार्मिक,धार्मिक,अलग धार्मिक समुदाय
1501,1502,उद्देश्य,उद्देश्यों,अपने उद्देश्यों के
1502,1503,बुद्ध,बुद्ध,और बुद्ध धर्मशाला
1503,1504,शिष्य,शिष्यों,के शिष्यों के
1504,1505,स्तूप,स्तूप,बौद्ध स्तूप होने
1505,1506,क्रमांक,क्रमांक,स्तूप क्रमांक तीन
1506,1507,महान,महान,एक महान आस्ट्रेलियाई
1507,1508,मौर्य,मौर्य,ने मौर्य शेरटन
1508,1509,अशोक,अशोक,दौरान अशोक चोपड़ा
1509,1510,तथ्य,तथ्य,हौलनाक तथ्य यह
1510,1511,देवी,देवी,मनोरमा देवी की
1511,1512,बेसनगर,बेसनगर,नगरी बेसनगर (
1512,1513,विदिशा,विदिशा,स्टेशन विदिशा किमी
1513,1514,व्यापारी,व्यापारी,खुदरा व्यापारी रॉबसन
1514,1515,चित्र,चित्रों,के चित्रों से
1515,1516,प्रतीक,प्रतीकों,धार्मिक प्रतीकों के
1516,1517,दिखा,दिखाया,घाटा दिखाया गया
1517,1518,शिखर,शिखर,इस शिखर बैठक
1518,1519,चारदीवारी,चारदीवारी,सुंदर चारदीवारी से
